evaluation,id
0.045714285714285714,ST3160316AS_6VM6N840_0
0.048289738430583505,ST3160316AS_6VMWZH2A_0
0.03274215552523874,ST3160316AS_6VMX70TB_0
0.07361963190184048,ST3160316AS_9VYBP3JW_0
0.06521739130434782,ST3160316AS_9VYBPBKF_0
0.05529953917050691,ST3160316AS_9VYBT76T_0
0.13714285714285715,ST3160316AS_9VYBVW1B_0
0.09691629955947137,ST3160316AS_9VYBXRK2_0
0.09195402298850576,ST3160316AS_9VYC09XQ_0
0.03301237964236589,ST3160316AS_9VYC10JY_0
0.0933852140077821,ST3160316AS_Z2A1BBCQ_0
0.06521739130434782,ST3160316AS_Z2A1FMBJ_0
