evaluation,failure_prevented,n_maintenance_activities,id
93.2143,False,0,WDC WD800AAJS_WD-WCAV3E973409_0
59.5745,False,0,WDC WD800AAJS_WD-WCAV3E974471_0
93.2143,False,0,WDC WD800AAJS_WD-WCAV3E974559_0
93.3333,False,0,WDC WD800AAJS_WD-WMAV3J872643_0
93.2384,False,0,WDC WD800AAJS_WD-WMAV3J875025_0
93.3333,False,0,WDC WD800AAJS_WD-WMAV3J876642_0
93.3333,False,0,WDC WD800AAJS_WD-WMAV3J877106_0
93.2862,False,0,WDC WD800AAJS_WD-WMAV3J877122_0
93.2384,False,0,WDC WD800AAJS_WD-WMAV3J877125_0
93.3566,False,0,WDC WD800AAJS_WD-WMAV3J935541_0
93.3333,False,0,WDC WD800AAJS_WD-WMAV3J935856_0
93.2384,False,0,WDC WD800AAJS_WD-WMAV3J935956_0
93.2384,False,0,WDC WD800AAJS_WD-WMAV3J935957_0
93.2862,False,0,WDC WD800AAJS_WD-WMAV3J935959_0
93.3333,False,0,WDC WD800AAJS_WD-WMAV3J935982_0
