evaluation,failure_prevented,n_maintenance_activities,id
42.8588,False,0,FD002_1_0
96.6196,True,5,FD002_2_0
51.3175,False,0,FD002_3_0
97.256,True,4,FD002_4_0
42.368,False,1,FD002_5_0
100.0,True,1,FD002_6_0
100.0,True,1,FD002_7_0
100.0,True,1,FD002_8_0
100.0,True,1,FD002_9_0
100.0,True,1,FD002_10_0
100.0,True,1,FD002_11_0
98.2195,True,3,FD002_12_0
100.0,True,1,FD002_13_0
98.9726,True,2,FD002_14_0
100.0,True,1,FD002_15_0
100.0,True,1,FD002_16_0
100.0,True,1,FD002_17_0
100.0,True,1,FD002_18_0
97.7611,True,3,FD002_19_0
98.8549,True,2,FD002_20_0
98.9619,True,2,FD002_21_0
98.9726,True,2,FD002_22_0
100.0,True,1,FD002_23_0
98.9726,True,2,FD002_24_0
99.0131,True,2,FD002_25_0
100.0,True,1,FD002_26_0
100.0,True,1,FD002_27_0
95.973,True,5,FD002_28_0
100.0,True,1,FD002_29_0
100.0,True,1,FD002_30_0
96.3591,True,6,FD002_31_0
97.5274,True,4,FD002_32_0
100.0,True,1,FD002_33_0
100.0,True,1,FD002_34_0
100.0,True,1,FD002_35_0
99.0033,True,2,FD002_36_0
100.0,True,1,FD002_37_0
100.0,True,1,FD002_38_0
99.0322,True,2,FD002_39_0
97.9451,True,3,FD002_40_0
99.1404,True,2,FD002_41_0
98.1012,True,3,FD002_42_0
97.0683,True,4,FD002_43_0
50.3306,False,1,FD002_44_0
100.0,True,1,FD002_45_0
100.0,True,1,FD002_46_0
96.4071,True,5,FD002_47_0
100.0,True,1,FD002_48_0
100.0,True,1,FD002_49_0
100.0,True,1,FD002_50_0
100.0,True,1,FD002_51_0
100.0,True,1,FD002_52_0
100.0,True,1,FD002_53_0
97.9865,True,3,FD002_54_0
100.0,True,1,FD002_55_0
98.8806,True,2,FD002_56_0
100.0,True,1,FD002_57_0
100.0,True,1,FD002_58_0
97.966,True,3,FD002_59_0
98.9285,True,2,FD002_60_0
98.083,True,3,FD002_61_0
100.0,True,1,FD002_62_0
98.9051,True,2,FD002_63_0
97.5274,True,4,FD002_64_0
97.0394,True,4,FD002_65_0
98.9051,True,2,FD002_66_0
