evaluation,id
0.4324324324324324,FD003_1_0
0.19161676646706585,FD003_2_0
0.23529411764705882,FD003_3_0
0.17204301075268816,FD003_4_0
0.25196850393700787,FD003_5_0
0.16666666666666669,FD003_6_0
0.09467455621301774,FD003_7_0
0.17679558011049726,FD003_8_0
0.1,FD003_9_0
0.0810126582278481,FD003_10_0
0.2882882882882883,FD003_11_0
0.38095238095238093,FD003_12_0
0.32323232323232326,FD003_13_0
0.26446280991735543,FD003_14_0
0.2758620689655173,FD003_15_0
0.0,FD003_16_0
0.14159292035398233,FD003_17_0
0.0886426592797784,FD003_18_0
0.22377622377622378,FD003_19_0
0.12698412698412698,FD003_20_0
0.23880597014925373,FD003_21_0
0.3018867924528302,FD003_22_0
0.2909090909090909,FD003_23_0
0.0,FD003_24_0
0.2990654205607477,FD003_25_0
0.20382165605095542,FD003_26_0
0.13675213675213677,FD003_27_0
0.2807017543859649,FD003_28_0
0.23357664233576642,FD003_29_0
0.2424242424242424,FD003_30_0
0.32989690721649484,FD003_31_0
0.3106796116504854,FD003_32_0
0.2206896551724138,FD003_33_0
0.08579088471849866,FD003_34_0
0.2206896551724138,FD003_35_0
0.13445378151260504,FD003_36_0
0.13445378151260504,FD003_37_0
0.0,FD003_38_0
0.15841584158415845,FD003_39_0
0.3137254901960785,FD003_40_0
0.15311004784688995,FD003_41_0
0.2990654205607477,FD003_42_0
0.13617021276595745,FD003_43_0
0.3404255319148936,FD003_44_0
0.2689075630252101,FD003_45_0
0.2711864406779661,FD003_46_0
0.17486338797814208,FD003_47_0
0.3636363636363636,FD003_48_0
0.18823529411764706,FD003_49_0
0.4266666666666667,FD003_50_0
0.3076923076923077,FD003_51_0
0.23529411764705882,FD003_52_0
0.0,FD003_53_0
0.29629629629629634,FD003_54_0
0.07289293849658314,FD003_55_0
0.29357798165137616,FD003_56_0
0.24806201550387597,FD003_57_0
0.34782608695652173,FD003_58_0
0.15023474178403753,FD003_59_0
0.3076923076923077,FD003_60_0
0.2831858407079646,FD003_61_0
0.0,FD003_62_0
0.2206896551724138,FD003_63_0
0.2882882882882883,FD003_64_0
0.21621621621621626,FD003_65_0
0.4050632911392405,FD003_66_0
0.1807909604519774,FD003_67_0
0.0,FD003_68_0
0.0,FD003_69_0
0.3720930232558139,FD003_70_0
0.09907120743034056,FD003_71_0
0.21917808219178084,FD003_72_0
0.24806201550387597,FD003_73_0
0.2990654205607477,FD003_74_0
0.0,FD003_75_0
0.47761194029850745,FD003_76_0
0.1893491124260355,FD003_77_0
0.23703703703703705,FD003_78_0
0.4,FD003_79_0
0.5245901639344263,FD003_80_0
0.12260536398467435,FD003_81_0
0.1608040201005025,FD003_82_0
0.3368421052631579,FD003_83_0
0.2285714285714286,FD003_84_0
0.17777777777777776,FD003_85_0
0.12549019607843137,FD003_86_0
0.3720930232558139,FD003_87_0
0.13559322033898305,FD003_88_0
0.26446280991735543,FD003_89_0
0.3368421052631579,FD003_90_0
0.0,FD003_91_0
0.4444444444444445,FD003_92_0
0.37647058823529417,FD003_93_0
0.1045751633986928,FD003_94_0
0.4,FD003_95_0
0.07901234567901234,FD003_96_0
0.1693121693121693,FD003_97_0
0.14479638009049772,FD003_98_0
0.5423728813559322,FD003_99_0
0.48484848484848486,FD003_100_0
